bridge UI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link,,Link,,Link,,Link,,Link,,Link,,,,,,Link,,Link,,,,Link,,Link,,Link,,Link,,Link,,Link,,Link,,,,Link,,,,Link,,Link,,Link,,Link,,Link,,Link,,Link,,Link,,,,,,,,,,,,,,,,,,,,,,,,,,
core periphery/facet,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,,,,,x,,x,,x,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Type,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,M,I,"M = Mutable
 I  = Immutable",,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,  ,n/a,n/a, ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,  , ,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
